sentimen,tweet,clean_tweet
positif,"Alhamdulillah sukses, mudah3an ekonomi syariah semakin maju kedepannya.",alhamdulillah sukses mudah3an ekonomi syariat semakin maju kedepannya
negatif,"Yg dibutuhkan seorang pemimpin itu bukan pencitraan gaji dihibahkan tapi kemampuan utk menhelola negara, hal itu tdk ada dlm diri prabowo sandi",dibutuhkan seorang pemimpin bukan pencitraan gaji dihibahkan kemampuan menhelola negara itu ada diri prabowo sandi
netral,"Bodo amat dengan masa depan generasi ""milineal"", toh kalau jadi lg cuma smpe 5 tahun kedepan, yg penting industri game bisa berputar dan perekonomian meningkat. RT : https://twitter.com/medcom_id/status/1117084076018561024?s=19Â â€¦",bodoh dengan masa depan generasi milineal kalau jadi cuma 5 tahun depan penting industri game berputar perekonomian meningkat rt â
netral,"Iya paham kancah internasional.  Siapa yg liat satu arah? Cuma menekankan fokusnya prabowo tuh bukan di e-sport. Beliau mempersilakan itu, tp menegaskan hal vital pangan, masalah petani dan nelayan yg hrs jd fokus krn salah satu dasar kemajuan ekonomi ðŸ‘ðŸ»",iya paham kancah internasional siapa lihat satu arah cuma menekankan fokusnya prabowo bukan e sport beliau mempersilakan tetapi menegaskan vital pangan masalah petani nelayan harus jadi fokus salah satu dasar kemajuan ekonomi ðÿ ðÿ
positif,"Pak Prabowo-Sandi udah tajir melintir, gaji pres dan wapres receh buat beliau.. Beda ama jae dan gerombolan nya, gaji di ambil impor di tambah (fee impor di gasak juga tentunya)....  Niat mengabdi tulus utk bangsa ini yg buat Prabowo-Sandi tak terbendung....âœŒï¸ðŸ™",pak prabowo sandi tajir melintir gaji pres wakil presiden receh buat beliau beda sama jae gerombolan nya gaji ambil impor tambah fee impor gasak tentunya niat mengabdi tulus bangsa yang buat prabowo sandi tak terbendung âœœï ðÿ trade_mark
positif,"Setuju, karena juga sudah diakui Pak @prabowo kalau Rel ekonomi kita sudah benar dibawah pemerintahan pak @jokowi .  pic.twitter.com/gFNyubXTch",setuju juga diakui pak kalau rel ekonomi sudah benar bawah pemerintahan pak pic twitter com gfnyubxtch
negatif,Rakyat sedang sulit ekonominya lalu elu dengan dongoknya bertanya soal Mobile Legend mk Prabowo perlu mengembalikannnya pada konteks keWARASAN. Pertanyaa lu salah njing!,rakyat sedang sulit ekonominya lalu kamu dongoknya bertanya soal mobile legend mk prabowo perlu mengembalikannya konteks kewarasan pertanyaa kamu salah njing
netral,"Jokowi mengatakan dalam 4,5 tahun terakhir ini pemerintah telah bekerja keras mendukung ekonomi digital. Ada tiga hal pokok untuk mendukung ekonomi digital tersebut. #PemerintahBekerja #IndonesiaSATU #IndonesiaMAJU pic.twitter.com/jm6fw7KJZ4",jokowi mengatakan 4 5 tahun terakhir pemerintah bekerja keras mendukung ekonomi digital tiga pokok mendukung ekonomi digital tersebut pemerintahbekerja indonesiasatu indonesiamaju pic twitter com jm6fw7kjz4
negatif,"Astgfrlhalzm sombongg bgt @ jokowi bru juga jd pemimpn gtu gimna dia bisa jilat jidat'a sendirI,hormari tuuuh orng tua,hargai tuh,anda itu bukn sp2 di banding beliau..muuak gwa liat'a..",astgfrlhalzm sombongg banget jokowi baru jadi pemimpn bagaimana bisa jilat jidat a sendiri hormari tuuh orang tua hargai anda bukan sp2 banding beliau muuak gue lihat a
positif,Walaupun usaha saya naik turun saya tidak memikirkan ekonomi melemah bagi saya tetap @jokowi my president,walaupun usaha naik turun tidak memikirkan ekonomi melemah saya tetap my presiden
negatif,"Baca lagi mas temanya, PENGARUH GAME BAGI EKONOMI!!!! Bukan disambungin ke pertanian, beda tema itu bosque.",baca mas temanya pengaruh game ekonomi bukan disambungin pertanian beda tema bosque
negatif,Pertumbuhan ekonomi harus berkualitas tidak sekedar angka aja pak presidenku.,pertumbuhan ekonomi berkualitas sekadar angka pak presidenku
positif,"yakin percaya kalo pak @prabowo akan bisa memajukan ekonomi rakyat indonesia,pengalaman beliau dalam hal ini tak perlu diragukan lagi.",yakin percaya kalau pak bisa memajukan ekonomi rakyat indonesia pengalaman beliau hal tak perlu diragukan
netral,"DEBAT PRESIDEN TERAKHIR : Saat Closing Statement Bpk Prabowo & bpk Sandiaga Uno beliau mengatakan : "" jika sya dan pk Prabowo terpilih, sy dn pk Prabowo tidak akan mengambil gaji  sepeserpun dari gaji yg sy terima"". MasyaAllah, pemimpin yg tdk mementingkan kpntingan pribadi.",debat presiden terakhir closing pernyataan bapak prabowo bapak sandiaga uno beliau mengatakan pak prabowo terpilih saya dan pak prabowo akan mengambil gaji sepeserpun gaji saya terima masyaallah pemimpin tidak mementingkan kpntingan pribadi
negatif,Bayar dulu pajak pribadi..atas harta yangbterbongkar di panama papers.. sok naikan tax ratio...tarif  yang ada aja gak bayar sok mau naikan.. org lain yang bayar diri sendiri ada di panama papers..preeetttt,bayar dulu pajak pribadi atas harta yangbterbongkar panama papers sok naikan tax ratio tarif tidak bayar sok mau naikan orang yang bayar diri sendiri ada di panama papers preett
negatif,"Jokowi berpikir visi kedepan, smentara lawan memiliki pemikiran mundur 50 thn kblkang(tdk mau impor, gk prioritas ekonomi digitl)",jokowi berpikir visi depan lawan memiliki pemikiran mundur 50 tahun kblkang mau impor prioritas ekonomi digitl
positif,"Ya memang infrastructure itu bs dsbt tiang sebuah ekonomi tp percuma ibarat didalam sebuah wadah tapi wadah trsbt bocor, karna sumber daya manusia yg kurang memadai, maka kami prabowo sandi percaya bahwa harga telor gulung lebih murah ckckck",memang infrastructure bisa dsbt tiang sebuah ekonomi percuma ibarat dalam sebuah wadah wadah tersebut bocor sumber daya manusia kurang memadai kami prabowo sandi percaya harga telur gulung lebih murah wkwk
negatif,"Sok gak mau ambil gaji, pantaslah buruhnya gak juga digaji...",sok mau ambil gaji pantaslah buruhnya juga digaji
negatif,"Mabuk lu ya? Ditanya apa jawab apa? Gak menghargai hasil kerja Presiden sebelumnya, bisanya menyalahkan orang lain... Apa prestasinya sih?",mabuk kamu ditanya apa jawab apa menghargai hasil kerja presiden sebelumnya bisanya menyalahkan orang apa prestasinya sih
positif,"Cakep,, orang sebelah malah cari gaji",cakep orang sebelah malah cari gaji
negatif,"Gaji ngak di ambil, fee proyek  jalan pak",gaji di ambil fee proyek jalan pak
netral,"Pakde ngepush gaji tinggi, prabowo ngepush harga rendah. Mau yg mana?  pic.twitter.com/uhacwjUzP1",pakde ngepush gaji tinggi prabowo ngepush harga rendah mau mana pic twitter com uhacwjuzp1
positif,"yang disampaikan pak prabowo itu persis seperti yg aku sampaikan kemarin, memang perlu langkah fundamental utk memperbaiki sistem ekonomi kapitalis yg sudah sangat merusak yg dilakukan presiden2 sebelumnya cc @bang_hilmi02",disampaikan pak prabowo persis aku sampaikan kemarin memang perlu langkah fundamental memperbaiki sistem ekonomi kapitalis sudah sangat merusak yang dilakukan presiden2 sebelumnya cc
positif,Prabowo dan Sandi komit gajinya tidak akan diambil serupiahpun mantap Allahu Akbar,prabowo sandi komit gajinya akan diambil serupiahpun mantap allahu akbar
netral,soal ekonomi salah arah saat ini Ekonomi RI hanya menguntungkan kapitalis,soal ekonomi salah arah ini ekonomi ri menguntungkan kapitalis
positif,"Pasangan yg tdk KOMPAK Pak Jokowi Terlalu byk menonjolkan Pencitraan dan sikap itu menunjukan Kelemahannya. Pak KMA semoga Anda Sabar, Tabah tp jglh Harga diri Anda dan Wibawa Islam walau terlihat Hanya Sbg Pelengkap.",pasangan tidak kompak pak jokowi terlalu banyak menonjolkan pencitraan sikap menunjukkan kelemahannya pak kma semoga sabar tabah jagalah harga diri dan wibawa islam terlihat sebagai pelengkap
netral,Yang disayangkan oleh prabowo adalah presiden presiden setelah pak harto ga memperbaiki fundamental ekonomi ini sampai ke pak Jokowi.,disayangkan prabowo presiden presiden pak harto memperbaiki fundamental ekonomi sampai pak jokowi
positif,"Pak prabowo dan pak sandi lebih mengerti dan memahami masalah ekonomi di negeri ini dan tau solusinya,,,, makin mantao aja untuk prabowo sandi,,,,",pak prabowo pak sandi lebih mengerti memahami masalah ekonomi negeri dan tau solusinya makin mantao untuk prabowo sandi
negatif,"mas. industri eSports itu udh billion dollars skrg. dampaknya besar buat ekonomi.  km keluar dong dr goa.  gak junjungan, gak pendukung, katrok semua. ðŸ˜…",mas industri esports sudah billion dollars sekarang dampaknya besar buat ekonomi km keluar dong gua junjungan pendukung kampungan semua ðÿ
positif,Perasaan dari jaman londo petani itu ya mandiri dech Cuma saat ini yg aku rasakan parit2 sawahku dirapiin irigasinya dan lumayan ada bantuan benih padi Trus kl traktor kok sampai 300jt kok mahal poll Bisa belipun ya sayang kl yg harga 20jtan aja udah bisa buat kerja,perasaan jaman londo petani mandiri deh cuma ini aku rasakan parit2 sawahku dirapiin irigasinya lumayan bantuan benih padi terus kalau traktor kok 300jt kok mahal pol belipun ya sayang kalau harga 20jtan sudah buat kerja
positif,"Benar sekali Ri Pak Prabowo berani mengkritik presiden sebelumnya yg katanya salah kelola perekonomian,bkn salah Pak Jokowi.jd lanjutkan 2 periode ðŸ˜ƒðŸ˜ƒðŸ˜ƒ",benar sekali ri pak prabowo berani mengkritik presiden sebelumnya katanya salah kelola perekonomian bukan salah pak jokowi jadi lanjutkan 2 periode ðÿ ƒðÿ ƒðÿ ƒ
positif,"Berarti perekonomian masyarakat kecil jadi lebih bagus. dl jajan di warung kecil, sekarang jajan di restoran atau mall yg rame.. skr jaman udah modern, jajan di warung kecil 25rb, di mall pake gopay 20rb nikmatnya lebih baik. Salah presiden atau salah pelaku usaha ?",berarti perekonomian masyarakat kecil jadi lebih bagus dulu jajan warung kecil sekarang jajan restoran mal rame sekarang jaman modern jajan warung kecil 25rb mal pakai gopay puluh ribu nikmatnya lebih baik salah presiden salah pelaku usaha
positif,"Menurut saya ini sindiran pak prabowo kpd presiden saat ini. Fakta menunjukan di era Pak SBY pertumbuhan ekonomi baik, GDP naik, APBN naik, dan Hukum adil. Sudah yakin presiden saat ini nggak pernah mau disalahkan. Jika mungkin menyalahkan penjajah, kenapa belanda bukan inggris.",saya sindiran pak prabowo presiden ini fakta menunjukkan era pak susilo bambang yudhoyono pertumbuhan ekonomi baik gdp naik anggaran pendapatan belanja negara naik hukum adil yakin presiden ini enggak pernah mau disalahkan mungkin menyalahkan penjajah belanda bukan inggris
positif,"Secara ke Ilmuan sudah keliatan Pak Jkw lebih menguasai Ilmu ekonomi daripada Pak PS, akui saja gak Usah malu malu, Pak PS aja mengakui carut marut ekonomi kita karena presiden sebelum Pak Jkw ðŸ˜›ðŸ˜›ðŸ˜›ðŸ˜›ðŸ˜› #JokowiMenangTotalDebat #JokowiMenangTotalDebat pic.twitter.com/EjMeUNzw1q",ke ilmuan kelihatan pak jokowi lebih menguasai ilmu ekonomi pak play station akui tidak usah malu malu pak play station mengakui carut marut ekonomi karena presiden pak jokowi ðÿ ðÿ ðÿ ðÿ ðÿ jokowimenangtotaldebat jokowimenangtotaldebat pic twitter com ejmeunzw1q
positif,"Coba deh pahami lg pertanyaannya yang ditanya pak jokowi bkn kesejahteraannya developer melainkan cr bagaimana mengembangkan esport itu sendiri agar dapat menjadi ekonomi digital yg dapat menyejahterakan bangsa, ini pertanyaan lbh cocok ke infrastruktur for kemajuan game industry",coba deh pahami pertanyaannya ditanya pak jokowi bukan kesejahteraannya developer cristiano ronaldo bagaimana mengembangkan esport sendiri dapat menjadi ekonomi digital dapat menyejahterakan bangsa pertanyaan lebih cocok infrastruktur for kemajuan game industri
positif,"Siapapun presidennya nanti, menurutku jokowi tetap berjasa sama indonesia. 5 tahun ini jokowi ga tidur ko. Kalian cukup hargai beliau walaupun kalian ga mendukung beliau utk jd pemimpin ðŸ™ðŸ˜š",siapapun presidennya menurutku jokowi tetap berjasa sama indonesia 5 tahun jokowi tidur kok kalian cukup hargai beliau walaupun kalian mendukung beliau jadi pemimpin ðÿ trade_mark ðÿ š
negatif,"Mendingan prabowo gaji nya ga di ambil,dan di sumbangin,lah si jokowi kampanye aja nebeng pasilitas duit rakyat wkwkwkw mobil dinas dipake tempat kaos ampe penuh meluber tuh kaos,kasian mobilnya duuh",lebih baik prabowo gaji nya di ambil di sumbangin lah sih jokowi kampanye nebeng pasilitas duit rakyat wkwk mobil dinas dipakai tempat kaos penuh meluber kaos kasihan mobilnya duuh
negatif,Ketika PRABOWO bilang bahwa kehancuran ekonomi ini bukan salah pak jokowi tapi salah presiden sebelum nya.. Saya melihat wajah @AgusYudhoyono langsung kecut...ðŸ˜‚ðŸ˜‚ðŸ˜‚,prabowo bilang kehancuran ekonomi bukan salah pak jokowi salah presiden nya melihat wajah langsung kecut ðÿ ðÿ ðÿ
negatif,Tapi berakhir dgn kehancuran ekonomi dan kerusuhan sosial...! kok bisa...?,berakhir kehancuran ekonomi kerusuhan sosial kok
negatif,Jadi cuma bisa kerja ART dan pengin gaji besar pergi ke Arab aja bu. Males lah yg beginian ðŸ˜ª,jadi cuma kerja art ingin gaji besar pergi arab bu malas lah beginian ðÿ ª
negatif,"yaelaaah GAJI PRESIDEN-WAKIL PRESIDEN sik tidak seberapah, dibanding planning mauk NGEMBAT APBN nya pake MARKUP PROYEK TRILIYUNAN yg sudah DISIAPIN si PRABOWO ma SANDI  https://twitter.com/detikcom/status/1117096753759686657Â â€¦",yaelaah gaji presiden wakil presiden sih seberapah dibanding planning mau mengembat anggaran pendapatan belanja negara nya pakai markup proyek triliunan sudah disiapkan sih prabowo sama sandi â
netral,"Bung Bowo menyebut kesalahan arah ekonomi Indonesia tidak semata salah Jokowi, tetapi juga presiden-presiden sebelumnya Makanya Coblos 01 SAJA !  https://www.cnnindonesia.com/nasional/20190413223315-32-386119/demokrat-kritik-prabowo-salahkan-presiden-sebelum-jokowiÂ â€¦ #PrabowoSalahkanSBY",bung bowo menyebut kesalahan arah ekonomi indonesia semata salah jokowi juga presiden presiden sebelumnya makanya coblos 01 â prabowosalahkansby
netral,"Kata Wowo pakar kesalahan arah ekonomi yang mengakibatkan terjadinya deindustrialisasi adalah salah semua pihak. Termasuk presiden sebelum @jokowi  Lah, Malah ngehoaks dengan menyalahkan Presiden terdahulu. #PrabowoSalahkanSBY @Adji1984",kata prabowo pakar kesalahan arah ekonomi mengakibatkan terjadinya deindustrialisasi salah semua pihak termasuk presiden lah malah ngehoaks menyalahkan presiden terdahulu prabowosalahkansby
positif,kejar jabatan demi apa? di gaji aja nolak..,kejar jabatan apa gaji nolak
positif,Kenapa diangkat tema esport game Mobile legends? Jokowi tahu potensi suara di kalangan gamers sangat besar!! Dan potensi ekonomi di dalamnya sangat besar  02 kalah set #JokowiMenangTotalDebat https://www.pikiran-rakyat.com/ekonomi/2018/08/06/gamer-indonesia-diprediksi-capai-34-juta-orang-428379Â â€¦,diangkat tema esport game mobile legends jokowi tahu potensi suara kalangan gamers sangat besar potensi ekonomi dalamnya sangat besar 02 kalah set jokowimenangtotaldebat â
positif,Ini yg di gembar gembor si jae ekonomi meroket... Yaa Allah selamatkan lah saudara kami agar memilih pemimpin yang akan membawa perubahan. Bersama Prabowo Sandi indoneaia Adil dan Makmur,gembar gembor sih jae ekonomi meroket allah selamatkan lah saudara agar memilih pemimpin yang akan membawa perubahan bersama prabowo sandi indonesia adil makmur
negatif,"Untung bpk jokowi bahas mobile legend, semoga dgn diperhatikannya game mobile legend rakyat bisa makin Makmur.. Harga"" bahan pokok jd terjangkau....pokok e hidup Mobile Legend!!!  Kelas pertanyaan presiden seputar mobile legend",untung bapak jokowi bahas mobile legend semoga diperhatikannya game mobile legend rakyat makin makmur harga bahan pokok jadi terjangkau pokok e hidup mobile legend kelas pertanyaan presiden seputar mobile legend
negatif,"Prabowo : â€œKekayaan Indonesia dikiasai oleh 1% Elite!â€  Dan dengan bangga nya dia mengakui hal yang selama ini dia koar2kan yg dia anggap merusak ekonomi / kekayaan negara!  Harusnya malu woi ! Atau emang udah gapunya mau?! #BeraniPilih02 , Auto hancur bangsa ini!",prabowo â œkekayaan indonesia dikiasai 1 elite â dengan bangga nya mengakui selama dia koar2kan yang dia anggap merusak ekonomi kekayaan negara harusnya malu woi memang tidak punya mau beranipilih02 auto hancur bangsa
negatif,"Prabowo bilang, contohlah Tiongkok!  Tiongkok menjelma jadi raksasa ekonomi butuh waktu 15 tahun. Pondasinya dibangun dalam beberapa dekade.  Jelas kan, semua kehancuran bangsa ini karena Soeharto yang Prabowo puja dan ingin dihidupkan kembali...  pic.twitter.com/IXwUYZTUsp",prabowo bilang contohlah tiongkok tiongkok menjelma jadi raksasa ekonomi butuh waktu 15 tahun pondasinya dibangun beberapa dekade jelas kan semua kehancuran bangsa karena soeharto prabowo puja ingin dihidupkan pic twitter com ixwuyztusp
negatif,"Benarkan, Prabowo saja akui president terdahulu tdk lbh baik, justru biang dari kehancuran ekonomi datangnya dr yg terdahulu.  Gitu kok mau ganti president.",benarkan prabowo akui presiden terdahulu lebih baik justru biang kehancuran ekonomi datangnya yang terdahulu kok mau ganti presiden
negatif,Wkwkwk.. Poin terahir dalam depat ini .. Kehancuran ekonomi kata PRABOWO bukan kesalahan JOKOWI tapi kesalahan SBY ...ðŸ˜‚ðŸ˜‚ðŸ˜‚,wkwk poin terahir depat kehancuran ekonomi kata prabowo bukan kesalahan jokowi kesalahan susilo bambang yudhoyono ðÿ ðÿ ðÿ
negatif,Wkwkwk.. Ketika PRABOWO bilang bahwa kehancuran ekonomi ini bukan salah pak jokowi tapi salah presiden sebelum nya.. Kulihat wajah @AgusYudhoyono langsung kecut...ðŸ˜‚ðŸ˜‚ðŸ˜‚,wkwk prabowo bilang kehancuran ekonomi bukan salah pak jokowi salah presiden nya aku lihat wajah langsung kecut ðÿ ðÿ ðÿ
